id,model,year,transmission,manufacturer,vehicle_type,fuel,fuel_configuration,best_mpge
853,aspen hybrid,2009,auto,chrysler,suv,hybrid electric,hybrid electric,20.0
13078,v60 t8 awd recharge ext. range,2022,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
11380,q50 hybrid fwd/awd,2015,auto,infiniti,sedan/wagon,hybrid electric,hybrid electric,36.0
12680,gls 580 4matic,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,21.0
19,econoline clubwagon,1998,auto,ford,van,cng - compressed natural gas,dedicated,17.0
12086,rogue fwd hybrid,2019,auto,nissan,suv,hybrid electric,hybrid electric,35.0
12932,amg gle 53 4matic+,2022,auto,mercedes-benz,suv,hybrid electric,hybrid electric,22.0
12512,m340i,2021,auto,bmw,suv,hybrid electric,hybrid electric,32.0
10528,optima,2013,auto,kia,sedan/wagon,hybrid electric,hybrid electric,39.0
10348,yukon denali 2wd/4wd ffv,2012,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
12208,range rover velar,2019,auto,land rover,suv,biodiesel (b20),dedicated,30.0
11953,xc60 awd,2018,auto,volvo,suv,plug-in hybrid electric,hybrid electric,59.0
12370,model 3 standard range plus,2020,auto,tesla,sedan/wagon,electric,dedicated,148.0
11119,allroad quattro,2014,auto,audi,sedan/wagon,ethanol (e85),flexible fuel,27.0
12359,f-150 4wd ffv,2020,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
11991,clarity,2018,auto,honda,sedan/wagon,electric,dedicated,126.0
63,contour,2000,auto,ford,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,32.0
13075,model y awd,2022,auto,tesla,suv,electric,dedicated,129.0
10020,civic hybrid,2011,auto,honda,sedan/wagon,hybrid electric,hybrid electric,45.0
12619,tahoe 2wd,2021,auto,chevrolet,suv,biodiesel (b20),dedicated,28.0
12119,sierra k10 2wd,2019,auto,gmc,pickup,ethanol (e85),flexible fuel,20.0
644,crown victoria,1996,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,22.0
819,civic gx,2008,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,36.0
12587,cooper se countryman all4,2021,auto,mini,sedan/wagon,plug-in hybrid electric,hybrid electric,30.0
79,voyager epic,2000,single,chrysler,van,electric,dedicated,73.0
12332,prius eco,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,58.0
11336,accord plug-in hybrid,2015,continuously variable,honda,sedan/wagon,plug-in hybrid electric,hybrid electric,115.0
10362,ct 200h,2012,continuously variable,lexus,sedan/wagon,hybrid electric,hybrid electric,43.0
10482,journey,2013,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
11889,yukon k1500 4wd,2018,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
12551,prius prime,2021,auto,toyota,sedan/wagon,plug-in hybrid electric,dedicated,55.0
12349,a8l,2019,auto,audi,sedan/wagon,hybrid electric,hybrid electric,23.0
12306,rlx,2020,auto,acura,sedan/wagon,hybrid electric,hybrid electric,29.0
11960,model x awd - 100d,2017,auto,tesla,suv,electric,dedicated,89.0
10320,escalade hybrid,2012,auto,cadillac,suv,hybrid electric,hybrid electric,23.0
12971,r1t,2022,auto,rivian ,pickup,electric,dedicated,74.0
10123,charger,2011,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
12614,range rover phev,2021,auto,land rover,suv,plug-in hybrid electric,hybrid electric,21.0
13025,f150 pickup 2wd hev,2022,auto,ford,pickup,hybrid electric,hybrid electric,25.0
11122,a5 cabriolet quattro,2014,auto,audi,sedan/wagon,ethanol (e85),flexible fuel,29.0
791,tahoe ffv,2008,auto,chevrolet,suv,ethanol (e85),flexible fuel,20.0
10476,300 fwd / awd,2013,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,31.0
11972,outlander phev,2018,auto,mitsubishi,suv,plug-in hybrid electric,hybrid electric,74.0
10531,ls 600h l,2013,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,23.0
12883,leaf sv/sl (62 kwh battery pack),2022,auto,nissan,sedan/wagon,electric,dedicated,114.0
10152,grand cherokee 2wd,2011,auto,jeep,suv,ethanol (e85),flexible fuel,23.0
12922,yukon 2wd,2022,auto,gmc,suv,biodiesel (b20),dedicated,27.0
9,civic gx,1998,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,35.0
12266,canyon 4wd,2020,auto,gmc,pickup,biodiesel (b20),dedicated,28.0
562,savana,2003,auto,gmc,van,cng - compressed natural gas,dedicated,20.0
986,insight,2010,auto,honda,sedan/wagon,hybrid electric,hybrid electric,43.0
12381,s7,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,28.0
11173,"expedition, 2wd/awd",2014,auto,ford,suv,ethanol (e85),flexible fuel,20.0
11467,tundra 4wd,2015,auto,toyota,pickup,ethanol (e85),flexible fuel,17.0
10589,express 2500 / 3500,2013,auto,chevrolet,van,ethanol (e85),flexible fuel,17.0
11430,200 ,2015,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,36.0
468,tahoe ffv,2006,auto,chevrolet,suv,ethanol (e85),flexible fuel,20.0
12986,amg e53 4matic+,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,29.0
10361,optima hybrid,2012,auto,kia,sedan/wagon,hybrid electric,hybrid electric,40.0
11170,e-150/250/350,2014,auto,ford,van,ethanol (e85),flexible fuel,16.0
12527,range rover sport mhev,2021,auto,land rover,suv,hybrid electric,dedicated,24.0
12838,id.4 pro,2021,auto,volkswagen,suv,electric,dedicated,107.0
13072,x5 xdrive45e,2022,auto,bmw,suv,plug-in hybrid electric,hybrid electric,22.0
10344,sierra 1500 ffv,2012,auto,gmc,pickup,ethanol (e85),flexible fuel,18.0
138,explorer sport ffv,2001,auto,ford,suv,ethanol (e85),flexible fuel,21.0
11964,model s awd - 100d,2018,auto,tesla,sedan/wagon,electric,dedicated,102.0
10479,charger fwd / awd,2013,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
11527,dart,2016,auto,chrysler,sedan/wagon,ethanol (e85),dedicated,34.0
867,hhr ffv,2009,auto,chevrolet,suv,ethanol (e85),flexible fuel,30.0
11287,cruze,2015,auto,chevrolet,sedan/wagon,biodiesel (b20),dedicated,46.0
11932,prius,2018,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,54.0
13085,gle 450 4matic,2022,auto,mercedes-benz,suv,hybrid electric,hybrid electric,26.0
12010,f-150 4wd xl/xlt,2018,auto,ford,pickup,biodiesel (b20),dedicated,28.0
10503,e150/e250,2013,auto,ford,van,ethanol (e85),flexible fuel,17.0
12148,mkz hybrid fwd,2019,auto,lincoln,sedan/wagon,hybrid electric,hybrid electric,42.0
12475,bentayga,2020,auto,bentley motors,suv,plug-in hybrid electric,hybrid electric,21.0
981,titan,2010,auto,nissan,pickup,ethanol (e85),flexible fuel,18.0
11893,renegade 4x2,2018,auto,jeep,suv,ethanol (e85),flexible fuel,30.0
12994,mustang mach-e gt awd,2021,auto,ford,sedan/wagon,electric,dedicated,88.0
11662,200 awd,2017,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,21.0
5,taurus ffv,1998,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
12287,gle 450 4matic,2020,auto,mercedes-benz,suv,hybrid electric,hybrid electric,24.0
13045,f-pace p400 mhev,2022,auto,jaguar,suv,hybrid electric,dedicated,26.0
13106,taycan gts,2023,auto,porsche,sedan/wagon,electric,dedicated,83.0
12072,xc60 awd,2019,auto,volvo,suv,plug-in hybrid electric,hybrid electric,28.0
12843,e-pace mhev,2022,auto,jaguar,suv,hybrid electric,dedicated,26.0
12301,impala,2020,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,28.0
965,avalanche 1500,2010,auto,chevrolet,pickup,ethanol (e85),flexible fuel,21.0
550,crown victoria,2003,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,26.0
11399,continental gtc,2015,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,20.0
11621,p1,2016,auto,mclaren,sedan/wagon,plug-in hybrid electric,hybrid electric,20.0
975,sequoia,2010,auto,toyota,suv,ethanol (e85),flexible fuel,18.0
11668,transit connect wagon ffv,2017,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
12522,insight touring,2021,auto,honda,sedan/wagon,hybrid electric,hybrid electric,51.0
276,e 350 wagon,2004,auto,ford,van,cng - compressed natural gas,dedicated,17.0
11946,clarity phev,2018,auto,honda,sedan/wagon,plug-in hybrid electric,hybrid electric,110.0
12236,panamera 4 e-hybrid,2019,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,24.0
11699,sierra 15 hybrid 2wd,2017,auto,gmc,pickup,hybrid electric,hybrid electric,24.0
11963,model s awd - p100d,2018,auto,tesla,sedan/wagon,electric,dedicated,105.0
10511,navigator,2013,auto,lincoln,suv,ethanol (e85),flexible fuel,20.0
11489,impala,2016,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,25.0
187,ram maxi wagon,2002,auto,dodge,van,cng - compressed natural gas,dedicated,15.0
10288,charger police,2012,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
10591,savana 2500 / 3500,2013,auto,gmc,van,ethanol (e85),flexible fuel,16.0
12793,s7,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,28.0
266,taurus wagon ffv,2004,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
12382,s8,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,22.0
12695,i3s,2021,auto,bmw,sedan/wagon,electric,dedicated,124.0
11454,xjl ffv,2015,auto,jaguar,sedan/wagon,ethanol (e85),flexible fuel,23.0
12167,glc 350e 4matic,2019,auto,mercedes-benz,suv,plug-in hybrid electric,dedicated,27.0
12254,grand caravan,2019,auto,dodge,van,ethanol (e85),flexible fuel,25.0
10387,routan ffv,2012,auto,volkswagen,suv,ethanol (e85),flexible fuel,25.0
13048,"i4 m50 gran coupe (19"" wheels) ",2022,auto,bmw,sedan/wagon,electric,dedicated,98.0
12773,panamera turbo s e-hybrid st,2021,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
11786,c-max hybrid,2017,auto,ford,sedan/wagon,hybrid electric,hybrid electric,42.0
12854,a3 ,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,38.0
12738,f-150 4wd,2021,auto,ford,pickup,biodiesel (b20),dedicated,27.0
12685,range rover sport mhev,2020,auto,land rover,suv,hybrid electric,dedicated,24.0
11987,sonata hybrid se,2018,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,46.0
11649,impala,2017,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,28.0
10524,fit ev,2013,unknown,honda,sedan/wagon,electric,dedicated,132.0
12570,silverado 2wd,2021,auto,chevrolet,pickup,biodiesel (b20),dedicated,33.0
10478,avenger,2013,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,29.0
12758,taycan turbo s,2021,auto,porsche,sedan/wagon,electric,dedicated,71.0
13044,nsx,2022,auto,acura,sedan/wagon,hybrid electric,hybrid electric,22.0
12900,sorento hybrid awd,2022,auto,kia,suv,hybrid electric,hybrid electric,36.0
10523,insight,2013,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,44.0
10552,highlander,2013,continuously variable,toyota,suv,hybrid electric,hybrid electric,28.0
11472,300 rwd/awd,2015,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,31.0
12540,prius awd,2021,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
12067,insight,2019,auto,honda,sedan/wagon,hybrid electric,hybrid electric,55.0
396,silverado ffv,2005,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
11897,1500 2wd,2018,auto,ram,pickup,ethanol (e85),flexible fuel,25.0
11335,fusion energi,2015,continuously variable,ford,sedan/wagon,plug-in hybrid electric,hybrid electric,88.0
12291,1500 4wd,2020,auto,ram,pickup,hybrid electric,hybrid electric,24.0
10334,tahoe 1500 hybrid,2012,auto,chevrolet,suv,hybrid electric,hybrid electric,23.0
12786,a5 cabriolet quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
13037,escape fwd phev,2022,auto,ford,suv,plug-in hybrid electric,hybrid electric,43.0
11552,yukon 1500 2wd/4wd,2016,auto,gmc,suv,ethanol (e85),dedicated,23.0
12386,q7,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,21.0
12223,leaf sv/sl (62 kwh battery pack),2019,auto,nissan,sedan/wagon,electric,dedicated,114.0
12247,e-tron,2019,auto,audi,suv,electric,unknown,74.0
12057,model 3 long range awd,2018,auto,tesla,sedan/wagon,electric,dedicated,120.0
13003,ioniq 5 rwd,2022,auto,hyundai,suv,electric,dedicated,127.0
898,highlander hybrid,2009,auto,toyota,suv,hybrid electric,hybrid electric,27.0
11195,range rover sport,2014,auto,land rover,suv,ethanol (e85),flexible fuel,23.0
23,epic minivan,1999,single,chrysler,van,electric,dedicated,73.0
12640,f150 pickup 4wd hev,2021,auto,ford,pickup,hybrid electric,hybrid electric,24.0
12810,ioniq,2022,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,57.0
11765,focus electric,2017,auto,ford,sedan/wagon,electric,dedicated,118.0
12131,a8l,2019,auto,audi,sedan/wagon,hybrid electric,hybrid electric,27.0
13069,530e sedan,2022,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,29.0
11973,c350e,2018,auto,mercedes-benz,sedan/wagon,plug-in hybrid electric,dedicated,56.0
12090,optima plug-in hybrid,2019,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,43.0
12517,x6 sdrive40i 2wd,2021,auto,bmw,suv,hybrid electric,hybrid electric,26.0
11186,"sierra 1500, 2wd/4wd",2014,auto,gmc,pickup,ethanol (e85),flexible fuel,24.0
12861,x4 m40i,2022,auto,bmw,suv,hybrid electric,hybrid electric,26.0
261,suburban ffv,2004,auto,chevrolet,suv,ethanol (e85),flexible fuel,18.0
13076,s60 t8 awd recharge ext. range,2022,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
12644,ux 250h,2021,auto,lexus,sedan/wagon,hybrid electric,dedicated,43.0
12950,"e-tron s (20"" wheels)",2022,auto,audi,suv,electric,unknown,75.0
10000,c300 sport,2011,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,26.0
11809,prius c,2017,unknown,toyota,sedan/wagon,hybrid electric,hybrid electric,48.0
12385,a8l,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,23.0
11614,i8 plug-in hybrid,2016,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,76.0
11866,grand caravan,2018,auto,dodge,van,ethanol (e85),flexible fuel,25.0
13016,model y performance awd,2022,auto,tesla,suv,electric,dedicated,115.0
10319,regal hybrid,2012,auto,buick,sedan/wagon,hybrid electric,hybrid electric,36.0
12546,330e,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
111,ram van,2001,auto,dodge,van,cng - compressed natural gas,dedicated,19.0
11776,model x awd - p90d,2017,auto,tesla,suv,electric,dedicated,90.0
12513,m340i xdrive,2021,auto,bmw,suv,hybrid electric,hybrid electric,31.0
12714,mustang mach-e rwd california route 1,2021,auto,ford,sedan/wagon,electric,dedicated,108.0
12596,xc40 recharge,2021,auto,volvo,suv,electric,dedicated,85.0
591,econoline e-350,1999,auto,ford,van,cng - compressed natural gas,dedicated,17.0
11468,sequoia 4wd,2015,auto,toyota,suv,ethanol (e85),flexible fuel,17.0
11838,terrain awd,2018,auto,gmc,suv,biodiesel (b20),dedicated,38.0
10484,durango police special service vehicle,2013,auto,dodge,suv,ethanol (e85),flexible fuel,23.0
12526,wrangler 4dr 4x4,2021,auto,jeep,suv,hybrid electric,hybrid electric,24.0
576,ev1-nimh,2000,single,general motors ev,sedan/wagon,electric,dedicated,34.0
268,explorer sport trac ffv,2004,auto,ford,suv,ethanol (e85),flexible fuel,20.0
12095,f-150 4wd xl/xlt,2019,auto,ford,pickup,biodiesel (b20),dedicated,28.0
10506,f150 2wd / 4wd,2013,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
12916,sierra 4wd,2022,auto,gmc,pickup,biodiesel (b20),dedicated,26.0
12528,lc 500h,2021,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,34.0
10064,camry hybrid,2011,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,35.0
11652,silverado k15 4wd,2017,auto,chevrolet,pickup,ethanol (e85),flexible fuel,23.0
10046,hhr fwd automatic,2011,auto,chevrolet,suv,ethanol (e85),flexible fuel,30.0
12656,1500 hfe 4x2,2021,auto,ram,pickup,hybrid electric,hybrid electric,26.0
12113,charger,2019,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,30.0
12141,wrangler 4x4,2019,auto,jeep,suv,hybrid electric,hybrid electric,25.0
13064,mirai limited,2022,auto,toyota,sedan/wagon,hydrogen fuel cell,dedicated,67.0
12063,transit connect wagon ffv,2019,auto,ford,van,ethanol (e85),flexible fuel,27.0
11812,model x awd - 60d,2017,auto,tesla,suv,electric,dedicated,94.0
11771,leaf,2017,auto,nissan,sedan/wagon,electric,dedicated,124.0
488,prius hybrid,2006,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,60.0
11785,laferrari aperta,2017,auto,ferrari,sedan/wagon,hybrid electric,hybrid electric,15.0
11636,i3 bev,2017,auto,bmw,sedan/wagon,electric,dedicated,137.0
12959,eqs 580 4matic,2022,auto,mercedes-benz,sedan/wagon,electric,dedicated,99.0
11416,yukon xl 2wd/4wd,2015,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
12739,taycan perf battery,2021,auto,porsche,sedan/wagon,electric,dedicated,84.0
800,savana ffv,2008,auto,gmc,van,ethanol (e85),flexible fuel,18.0
10557,iq ev,2013,auto,scion,sedan/wagon,electric,dedicated,138.0
10280,continental supersports,2012,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
11672,explorer awd ffv,2017,auto,ford,suv,ethanol (e85),flexible fuel,23.0
12194,clarity phev,2019,auto,honda,sedan/wagon,plug-in hybrid electric,hybrid electric,44.0
11397,continental flying spur,2015,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,20.0
12296,silverado 4wd,2020,auto,chevrolet,pickup,biodiesel (b20),dedicated,29.0
11241,avalon,2014,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
12723,530e xdrive,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,28.0
12873,1500 4x4,2022,auto,ram,pickup,hybrid electric,hybrid electric,22.0
11213,activehybrid 7,2014,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
12241,panamera turbo s e-hybrid st,2019,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
11944,pacifica phev,2018,auto,chrysler,van,plug-in hybrid electric,hybrid electric,84.0
375,escape hybrid,2005,continuously variable,ford,suv,hybrid electric,hybrid electric,36.0
54,ram cargo van,2000,auto,dodge,van,cng - compressed natural gas,dedicated,17.0
10101,active hybrid x6,2011,auto,bmw,suv,hybrid electric,hybrid electric,19.0
11543,transit connect,2016,auto,ford,van,ethanol (e85),dedicated,28.0
82,rav4-ev,2000,single,toyota,suv,electric,dedicated,37.0
11116,clarity,2014,auto,honda,sedan/wagon,hydrogen fuel cell,fuel cell,60.0
12364,model x long range,2020,auto,tesla,suv,electric,dedicated,99.0
794,suburban ffv,2008,auto,chevrolet,suv,ethanol (e85),flexible fuel,20.0
938,yukon 1500,2010,auto,gmc,suv,hybrid electric,hybrid electric,22.0
12292,1500 4wd,2020,auto,ram,pickup,hybrid electric,hybrid electric,22.0
316,silverado,2004,auto,chevrolet,pickup,cng - compressed natural gas,dedicated,12.0
11432,town & country,2015,auto,chrysler,van,ethanol (e85),flexible fuel,25.0
48,caravan ffv,1999,auto,dodge,van,ethanol (e85),flexible fuel,25.0
363,stratus ffv,2005,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,28.0
11418,tahoe police 2wd/4wd,2015,auto,chevrolet,suv,ethanol (e85),flexible fuel,23.0
10588,savana 1500 2wd / awd,2013,auto,gmc,van,ethanol (e85),flexible fuel,18.0
10536,e350,2013,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,28.0
10300,f-150 3.7l,2012,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
10346,yukon 1500 2wd/4wd ffv,2012,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
12718,discovery mhev,2021,auto,land rover,suv,hybrid electric,dedicated,24.0
10358,civic ngv,2012,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,36.0
11,chevrolet s-10 pba,1998,single,chevrolet,pickup,electric,dedicated,45.0
11937,330e,2018,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,71.0
472,taurus ffv,2006,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
205,b3000 ffv,2002,auto,mazda,pickup,ethanol (e85),flexible fuel,21.0
12613,sf90 stradale coupe,2021,auto,ferrari,sedan/wagon,plug-in hybrid electric,hybrid electric,20.0
97,f-150,2001,auto,ford,pickup,propane,dual/bi-fueled,14.0
12078,taurus awd ffv,2019,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,24.0
672,camry,2007,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
11617,volt,2016,auto,chevrolet,sedan/wagon,plug-in hybrid electric,hybrid electric,106.0
49,gmc sierra,1999,auto,gmc,pickup,cng - compressed natural gas,dual/bi-fueled,22.1
11134,impala,2014,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,29.0
12914,tahoe 4wd,2022,auto,chevrolet,suv,biodiesel (b20),dedicated,26.0
10156,armada 2wd ffv,2011,auto,nissan,suv,ethanol (e85),flexible fuel,19.0
12149,amg cls53 4matic+,2019,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,27.0
10318,regal,2012,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,31.0
12638,a5 sportback quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,34.0
13103,amg gle 63 4matic+,2022,auto,mercedes-benz,suv,hybrid electric,hybrid electric,18.0
11568,q5 hybrid awd,2016,auto,audi,suv,hybrid electric,dedicated,30.0
604,crown victoria,1997,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,22.0
877,express ffv,2009,auto,chevrolet,van,ethanol (e85),flexible fuel,17.0
12609,camry hybrid le,2021,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
12376,nexo blue,2020,auto,hyundai,suv,hydrogen fuel cell,dedicated,65.0
11175,"terrain, fwd/awd",2014,auto,gmc,suv,ethanol (e85),flexible fuel,24.0
13004,ioniq 5 rwd (long range),2022,auto,hyundai,suv,electric,dedicated,132.0
12163,530e xdrive,2019,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
547,stratus sedan ffv,2003,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,28.0
12652,e 450 (coupe),2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,31.0
808,fcx,2008,direct drive,honda,sedan/wagon,hydrogen fuel cell,fuel cell,62.0
555,sable wagon ffv,2003,auto,mercury,sedan/wagon,ethanol (e85),flexible fuel,26.0
12237,panamera 4 e-hybrid st,2019,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,24.0
902,raider ffv,2009,auto,mitsubishi,pickup,ethanol (e85),flexible fuel,19.0
944,s400 hybrid,2010,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,26.0
11127,continental supersports,2014,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,20.0
11826,colorado 2wd,2018,auto,chevrolet,pickup,biodiesel (b20),dedicated,30.0
11184,"savana 3500, 2wd",2014,auto,gmc,van,ethanol (e85),flexible fuel,16.0
39,econoline,1999,auto,ford,van,cng - compressed natural gas,dedicated,17.0
11634,tucson,2016,auto,hyundai,suv,hydrogen fuel cell,dedicated,51.0
11706,rx 450h,2017,auto,lexus,suv,hybrid electric,hybrid electric,31.0
10510,mkz,2013,continuously variable,lincoln,sedan/wagon,hybrid electric,hybrid electric,45.0
12872,1500 4x2,2022,auto,ram,pickup,hybrid electric,hybrid electric,23.0
120,town and country ffv,2001,auto,chrysler,van,ethanol (e85),flexible fuel,24.0
12403,range rover sport mhev,2019,auto,land rover,suv,hybrid electric,dedicated,25.0
12280,mdx awd,2020,auto,acura,suv,hybrid electric,hybrid electric,27.0
13055,mustang mach-e rwd california route 1,2022,auto,ford,suv,electric,dedicated,108.0
12212,crosstrek hybrid awd,2019,auto,subaru,suv,plug-in hybrid electric,dedicated,36.0
11262,500e,2014,auto,fiat,sedan/wagon,electric,dedicated,122.0
11782,model s rwd 75 kwh,2017,auto,tesla,sedan/wagon,electric,dedicated,100.0
11366,civic hybrid,2015,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,47.0
210,prius,2004,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,60.0
12781,transit connect wagon lwb ffv,2022,auto,ford,passenger van/shuttle bus,ethanol (e85),flexible fuel,28.0
12628,model y performance awd,2021,auto,tesla,suv,electric,dedicated,115.0
10420,coda,2012,auto,coda automotive,sedan/wagon,electric,dedicated,77.0
10372,armada 2wd,2012,auto,nissan,suv,ethanol (e85),flexible fuel,19.0
581,econoline e-350,2000,auto,ford,van,cng - compressed natural gas,dedicated,14.0
12173,model x 75d,2019,auto,tesla,suv,electric,dedicated,95.0
21,econoline clubwagon,1998,auto,ford,van,propane,dual/bi-fueled,17.0
10364,gs 450h,2012,continuously variable,lexus,sedan/wagon,hybrid electric,hybrid electric,25.0
13097,id.4 awd pro s,2022,auto,volkswagen,suv,electric,dedicated,100.0
10284,town & country,2012,auto,chrysler,van,ethanol (e85),flexible fuel,25.0
16,f-250,1998,auto,ford,pickup,cng - compressed natural gas,dedicated,16.0
12866,wagoneer 4x2,2022,auto,jeep,suv,hybrid electric,hybrid electric,22.0
11797,optima plug-in hybrid,2017,auto,kia,sedan/wagon,plug-in hybrid electric,dedicated,103.0
688,suburban ffv,2007,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
11384,avalon,2015,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
10181,navigator 2wd,2011,auto,lincoln,suv,ethanol (e85),flexible fuel,20.0
622,caravan,1996,auto,dodge,van,cng - compressed natural gas,dedicated,25.0
12203,f-pace,2019,auto,jaguar,suv,biodiesel (b20),dedicated,33.0
12700,leaf (62 kwh battery pack),2021,auto,nissan,sedan/wagon,electric,dedicated,118.0
966,tahoe,2010,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
12949,e-tron gt,2022,auto,audi,sedan/wagon,electric,unknown,83.0
11558,e350 4matic,2016,auto,mercedes-benz,sedan/wagon,ethanol (e85),dedicated,28.0
11156,avenger,2014,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,29.0
140,prius hybrid,2001,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,52.0
12650,amg e53 4matic+ (coupe),2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,28.0
10059,altima hybrid,2011,auto,nissan,sedan/wagon,hybrid electric,hybrid electric,35.0
12907,escalade 2wd,2022,auto,cadillac,suv,biodiesel (b20),dedicated,27.0
868,avalanche 1500 ffv,2009,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
390,lexus 400rh hybrid,2006,continuously variable,toyota,suv,hybrid electric,hybrid electric,33.0
10063,prius,2011,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
